date,name,age,comments
2015-8-3,"Francois Drummer,",76,South African cricketer.
2015-8-3,"Mel Farr,",70,American football player (Detroit Lions).
2015-8-3,"Coleen Gray,",92,"American actress (Nightmare Alley, Kiss of Death, The Killing)."
2015-8-3,"Chris Hyndman,",49,Canadian TV personality (Steven and Chris).
2015-8-3,"Frank Kerns,",82,American college basketball coach (Georgia Southern).
2015-8-3,"Carol Brown Janeway,",71,British-born American editor and translator.
2015-8-3,"Margot Loyola,",96,Chilean folk singer and musician.
2015-8-3,"Cynthia Macdonald,",87,"American poet, heart failure."
2015-8-3,"Lynn Manning,",60,"American poet, playwright and actor (Seinfeld, 8 Simple Rules), liver cancer."
2015-8-3,"Kevin O'Leary,",95,Australian judge.
2015-8-3,"Johanna Quandt,",89,German businesswoman and billionaire.
2015-8-3,"Giovanni Riggi,",90,"American mobster, inspiration for The Sopranos."
2015-8-3,"Arnold Scaasi,",85,Canadian fashion designer.
2015-8-3,"Alf Schwarz,",80,Canadian sociologist.
2015-8-3,"Ambros Seelos,",80,German musician and conductor.
2015-8-4,"Takashi Amano,",61,"Japanese aquarist and photographer, pneumonia."
2015-8-4,"Ken Barnes,",82,British writer and record producer.
2015-8-4,"Arthur Dorward,",90,Scottish rugby union player.
2015-8-4,"Theo van Els,",79,Dutch linguist.
2015-8-4,"Yosef Goldman,",73,American book dealer and author.
2015-8-4,"Irving Harper,",99,American industrial designer.
2015-8-4,"Achim Hill,",80,"German rower, two-time Olympic silver medalist (1960, 1964)."
2015-8-4,"Elsie Hillman,",89,American politician and philanthropist.
2015-8-4,"Les Munro,",96,"New Zealand pilot, last surviving pilot of Operation Chastise."
2015-8-4,"Gerd Natschinski,",86,German composer.
2015-8-4,"Sam Odaka,",86,"Ugandan diplomat and politician, Foreign Minister (1964–1971)."
2015-8-4,"Calle Örnemark,",81,Swedish sculptor.
2015-8-4,"John Rudometkin,",75,"American basketball player (New York Knicks, San Francisco Warriors)."
2015-8-4,"Siegfried Schnabl,",88,German psychotherapist.
2015-8-4,"Billy Sherrill,",78,"American record producer (Tammy Wynette, George Jones, Charlie Rich)."
2015-8-4,"Lela Swift,",96,"American television director (Dark Shadows, Ryan's Hope)."
2015-8-4,"Alfred C. Williams,",64,"American politician, member of the Louisiana House of Representatives (since 2012)."
2015-8-5,"Svetlana Boym,",56,"Soviet-born American scholar and author, cancer."
2015-8-5,"Simon Burrows,",86,"British Anglican prelate, Bishop of Buckingham (1974–1994)."
2015-8-5,"George Cole,",90,"English actor (Minder, St Trinian's, Cleopatra)."
2015-8-5,"Ana Hatherly,",86,Portuguese writer and artist.
2015-8-5,"Mark Herdman,",83,"British diplomat, Governor of the British Virgin Islands (1986–1991)."
2015-8-5,"Joyce Ingalls,",65,American actress (Paradise Alley).
2015-8-5,"Arthur Walter James,",103,"British journalist, editor of the Times Educational Supplement (1952–1969)."
2015-8-5,"Joseph Kainrad,",83,American judge and politician.
2015-8-5,"Kiripi Katembo,",36,"Congolese photographer and documentary filmmaker, malaria."
2015-8-5,"James Herbert Laycraft,",91,"Canadian lawyer and judge, Chief Justice of the Alberta Court of Appeal (1985–1991)."
2015-8-5,"Raphy Leavitt,",66,"Puerto Rican composer and orchestra leader, complications of surgery for artificial hip infection."
2015-8-5,"Antti Leppänen,",67,Finnish ice hockey player.
2015-8-5,"Tony Millington,",72,"Welsh footballer (Swansea City, Peterborough United, national team)."
2015-8-5,"Nuri Ok,",72,"Turkish judge, Chief Prosecutor of the Court of Cassation (2003–2007)."
2015-8-5,"Onell Soto,",82,"Cuban-born Anglican prelate, Bishop of the Diocese of Venezuela."
2015-8-5,"Akira Tanno,",89,Japanese photographer.
2015-8-5,"Johnny Tiger, Jr.,",75,American artist.
2015-8-5,"Ellen Vogel,",93,"Dutch actress (The Knife, Zonder Ernst, Twin Sisters)."
2015-8-5,"Herbert Wise,",90,"Austrian-born British television, theatre and film director (I, Claudius, Breaking the Code)."
2015-8-6,"Mircea Dobrescu,",84,"Romanian flyweight boxer, Olympic silver medalist (1956)."
2015-8-6,"Bradley M. Glass,",84,American politician.
2015-8-6,"Danny Hegan,",72,"Northern Irish footballer (Ipswich Town, Wolves, national team), cancer."
2015-8-6,"Ray Hill,",39,"American football player (Miami Dolphins), colon cancer."
2015-8-6,"Ulla Lindkvist,",75,Swedish orienteer.
2015-8-6,"Geoff Mardon,",87,New Zealand speedway rider.
2015-8-6,"Frederick R. Payne, Jr.,",104,American brigadier general.
2015-8-6,"Amado Pineda,",77,Filipino meteorologist. [1]
2015-8-6,"Orna Porat,",91,German-born Israeli theater actress.
2015-8-6,"Charl Van Den Berg, 33, South African model, Mr Gay World",2010,lymphoma.
2015-8-7,"Trevor Barber,",90,"New Zealand cricketer (Wellington, Central Districts, national team)."
2015-8-7,"Manuel Contreras,",86,"Chilean general, head of Dirección de Inteligencia Nacional, convicted of crimes against humanity, multiple organ failure."
2015-8-7,"Saud al-Dosari,",46,"Saudi television presenter (MBC), heart attack."
2015-8-7,"Terrence Evans,",81,"American actor (Terminator 2: Judgment Day, Star Trek, The Texas Chainsaw Massacre)."
2015-8-7,"Art Finley,",88,American broadcaster.
2015-8-7,"Lee Seng Wee,",85,"Singaporean banker, businessman and billionaire."
2015-8-7,"Samuil Lurie,",73,Russian literary historian.
2015-8-7,"Jerome G. Miller,",83,American youth social worker.
2015-8-7,"Bob Morton,",81,American politician.
2015-8-7,"Neville Neville,",65,English cricketer and football club director (Bury F.C.).
2015-8-7,"Frances Oldham Kelsey,",101,"Canadian-born American physician, Food and Drug Administration reviewer."
2015-8-7,"Jerry Snell,",56,Canadian actor and musician.
2015-8-7,"Louise Suggs,",91,"American Hall of Fame professional golfer, co-founder of LPGA."
2015-8-7,"Wei Jianxing,",84,Chinese politician.
2015-8-8,"Sir Alec Atkinson,",96,British WWII air force officer and civil servant.
2015-8-8,"Chris Decker,",73,"Canadian politician, cancer."
2015-8-8,"David Dill,",60,"American politician, member of the Minnesota House of Representatives (since 2003), cancer."
2015-8-8,"Ronald Gordon,",88,"British Anglican prelate, Bishop of Portsmouth (1975–1984) and Bishop at Lambeth (1984–1992)."
2015-8-8,"Jack Jackson,",90,Canadian ice hockey player (Chicago Black Hawks).
2015-8-8,"Christopher Marshall,",66,British cancer researcher.
2015-8-8,"Ann McGovern,",85,"American author, cancer."
2015-8-8,"Gus Mortson,",90,"Canadian ice hockey player (Toronto Maple Leafs, Chicago Black Hawks)."
2015-8-8,"Mauk Moruk,",60,East Timorese rebel commander.
2015-8-8,"Sean Price,",43,"American rapper (Heltah Skeltah, Boot Camp Clik)."
2015-8-8,"Susan Sheridan,",68,"English actress and voice artist (The Black Cauldron, The Hitchhiker's Guide to the Galaxy, Noddy's Toyland Adventures), breast cancer."
2015-8-8,"Abner Shimony,",87,American physicist and philosopher.
2015-8-8,"Sam S. Walker,",90,American army general.
2015-8-8,"Farida Yasmin,",75,Bangladeshi playback singer.
2015-8-9,"Rasim Aliyev,",30,Azerbaijani journalist.
2015-8-9,"Marco Antonio Andino,",60,"Honduran politician, MP (since 2006), heart attack."
2015-8-9,"Jean Byrne,",88,"American educator, First Lady of New Jersey (1974–1982), babesiosis."
2015-8-9,"Asmund Ekern,",85,Norwegian biologist.
2015-8-9,"Jim Gaffney,",94,American football player (Washington Redskins).
2015-8-9,"Frank Gifford,",84,American Hall of Fame football player (New York Giants) and broadcaster (Monday Night Football).
2015-8-9,"Jack Gold,",85,"British film director (The Naked Civil Servant, Aces High, The Medusa Touch)."
2015-8-9,"John Henry Holland,",86,American computer scientist.
2015-8-9,"Don Kent,",71,American blues historian and record collector.
2015-8-9,"Pietro Armando Lavini,",88,Italian Capuchin friar and conservationist.
2015-8-9,"Walter Nahún López,",37,"Honduran footballer, shot."
2015-8-9,"David Nobbs,",80,"British novelist and comedy writer (The Fall and Rise of Reginald Perrin, The Two Ronnies, Fairly Secret Army)."
2015-8-9,"Jonathan Ollivier,",38,"British ballet dancer, traffic collision."
2015-8-9,"Fikret Otyam,",88,"Turkish painter and journalist, renal failure."
2015-8-9,"Kayyar Kinhanna Rai,",100,"Indian independence activist, author, poet and journalist, pneumonia."
2015-8-10,"Buddy Baker,",74,"American Hall of Fame NASCAR driver and commentator (CBS Sports), lung cancer."
2015-8-10,"Endre Czeizel,",80,"Hungarian geneticist, leukemia."
2015-8-10,"Sunil Das,",76,Indian artist.
2015-8-10,"Fred Eckhardt,",89,American beer expert.
2015-8-10,"Herbert Fielding,",92,"American politician, member of the South Carolina Senate (1985–1992)."
2015-8-10,"Boris Gostev,",87,"Russian politician, Minister of Finance of the Soviet Union (1985–1989)."
2015-8-10,"Hubert Haenel,",73,"French politician and magistrate, member of the Constitutional Council (since 2010)."
2015-8-10,"Cleo Hill,",77,American basketball player (St. Louis Hawks).
2015-8-10,"Karst Hoogsteen,",91,Dutch-born American biochemist.
2015-8-10,"Biff Liff,",96,American theatrical agent.
2015-8-10,"Oscar Lukefahr,",76,American Catholic priest and author.
2015-8-10,"Donald P. McInnes,",81,Canadian politician.
2015-8-10,"Knut Osnes,",93,Norwegian football player and manager (Lyn).
2015-8-10,"David Shelley,",57,"American blues rock musician, cancer."
2015-8-10,"Edward Thomas,",95,American police officer.
2015-8-10,"Eriek Verpale,",63,Belgian writer.
2015-8-11,"Serge Collot,",91,French violist.
2015-8-11,"Eddie Cusic,",89,"American blues musician, prostate cancer."
2015-8-11,"Utta Danella,",95,German author. (death announced on this date)
2015-8-11,"Jim Freeman,",101,American football player and coach (Ball State Cardinals).
2015-8-11,"Randy Glasbergen,",58,American cartoonist (The Better Half).
2015-8-11,"Leon R. Hartshorn,",86,American theologian and author.
2015-8-11,"Arturo Macapagal,",72,"Filipino Olympic shooter (1972, 1976)."
2015-8-11,"William J. Moore,",92,American politician.
2015-8-11,"George A. Murphy,",92,"American politician, New York State Senator (1971–1972), Assemblyman (1973–1978) and Supreme Court judge (1978–1997), complications of a stroke."
2015-8-11,"Harald Nielsen,",73,"Danish footballer (Bologna, national team)."
2015-8-11,"Richard Oriani,",95,El Salvador-born American chemical engineer.
2015-8-11,"Bhalchandra Pendharkar,",93,Indian actor.
2015-8-11,"Nour El-Sherif,",69,Egyptian actor and conspiracy theorist.
2015-8-11,"Richard S. Ross,",91,American cardiologist.
2015-8-11,"Anne Strieber,",68,American author and editor.
2015-8-11,"Magomed Suleimanov,",39,"Russian Islamist, Emir of the Caucasus Emirate (2015)."
2015-8-11,"Philip Arthur Whitcombe,",92,English cricketer and army officer.
2015-8-11,"Wendell Wood,",65,"American environmental activist, co-founder of Oregon Wild."
2015-8-12,"Per Hjort Albertsen,",96,Norwegian composer.
2015-8-12,"Jaakko Hintikka,",86,Finnish philosopher and logician.
2015-8-12,"Ali Hassanein,",76,Egyptian actor.
2015-8-12,"Radhey Shyam Kori,",76,Indian politician.
2015-8-12,"Stephen Lewis,",88,"British comedy actor (On the Buses, Last of the Summer Wine, Don't Drink the Water)."
2015-8-12,"Meshulim Feish Lowy,",94,Hungarian-born Canadian rabbi.
2015-8-12,"Chris Marustik,",54,"Welsh footballer (Swansea City, Cardiff City, Newport County, national team)."
2015-8-12,"Kim Nelson,",57,Australian artist. [2]
2015-8-12,"John Scott,",59,English organist and choirmaster.
2015-8-12,"Frank Scully,",95,Australian politician.
2015-8-12,"Ihor Yeremeyev,",47,"Ukrainian politician, member of the Verkhovna Rada (2002–2005, since 2012), head injury."
2015-8-13,"Bill Aswad,",93,"American politician, member of the Vermont House of Representatives (1995–2012)."
2015-8-13,"Steve Brennan,",56,English footballer (Crystal Palace).
2015-8-13,"Bob Fillion,",95,Canadian ice hockey player (Montreal Canadiens).
2015-8-13,"Danford B. Greene,",87,"American film editor (MASH, Blazing Saddles, Who's Harry Crumb?)."
2015-8-13,"Jan Montyn,",90,Dutch artist.
2015-8-13,"Om Prakash Munjal,",86,Indian chief executive.
2015-8-13,"John A. Nerud,",102,American Thoroughbred horse trainer and owner.
2015-8-13,"Harold Ousley,",86,American jazz saxophonist.
2015-8-13,"Shlomo Smiltiner,",99,Israeli chess player.
2015-8-14,"Leo de Bever,",85,Dutch architect.
2015-8-14,"Dickinson R. Debevoise,",91,"American judge, U. S. District Court Judge for New Jersey (1979–1994)."
2015-8-14,"Bob Farrell,",87,"American restaurateur and motivational speaker, founder of Farrell's Ice Cream Parlour."
2015-8-14,"Leo Antony Gleaton,",67,"American photographer, oral cancer."
2015-8-14,"Bob Johnston,",83,"American record producer (Johnny Cash, Bob Dylan, Leonard Cohen)."
2015-8-14,"Joseph Reid,",97,Canadian politician.
2015-8-14,"Rogelio Ricardo Livieres Plano,",69,"Argentinian-born Paraguayan Roman Catholic prelate, Bishop of Ciudad del Este (2004–2014), diabetes."
2015-8-14,"Karen Stives,",64,American equestrian.
2015-8-14,"Jazz Summers,",71,"English music manager (Scissor Sisters, The Verve, Snow Patrol), lung cancer."
2015-8-15,"Julian Bond,",75,"American civil rights activist and politician, chairman of the NAACP (1998–2010), complications of vascular disease."
2015-8-15,"Rafael Chirbes,",66,"Spanish writer, lung cancer."
2015-8-15,"Malcolm Craddock,",77,British television producer (Sharpe).
2015-8-15,"Bobby Culpepper,",74,American lawyer and politician.
2015-8-15,"Doc Daugherty,",87,American baseball player (Detroit Tigers).
2015-8-15,"Jorge de la Rúa,",73,Argentine lawyer and politician.
2015-8-15,"John Ewington,",79,"British insurance underwriter, Chairman of the Guild of Church Musicians (1978-2014)."
2015-8-15,"Guy Garman,",56,"American physician and scuba diver, drowned."
2015-8-15,"Hamid Gul,",80,"Pakistani army officer, brain haemorrhage."
2015-8-15,"Gordy Holz,",82,"American football player (Denver Broncos, New York Jets)."
2015-8-15,"Bill Kushner,",84,American poet.
2015-8-15,"Geoff McGivern,",84,Australian footballer (Melbourne F.C.).
2015-8-15,"Manuel Mendívil,",79,"Mexican equestrian, Olympic medalist (1980)."
2015-8-15,"Ibtihal Salem,",66,Egyptian author.
2015-8-15,"Danny Sembello,",52,"American songwriter (""Neutron Dance"") and record producer, drowned."
2015-8-15,"Derwyn Shea,",77,Canadian politician.
2015-8-15,"Bud Thomas,",86,American baseball player (St. Louis Browns).
2015-8-16,"Jacob Bekenstein,",68,Mexican-born Israeli-American theoretical physicist.
2015-8-16,"Melva Bucksbaum,",82,"American art collector, bladder cancer."
2015-8-16,"Alfred Burrows,",63,Indian cricketer.
2015-8-16,"Jon Craig,",73,New Zealand architect.
2015-8-16,"Emma Didlake,",110,American WWII soldier.
2015-8-16,"Joan Fawcett,",78,Canadian politician.
2015-8-16,"Sylvia Hitchcock,",69,"American model and beauty queen (Miss Universe 1967), cancer."
2015-8-16,"Anna Kashfi,",80,Indian-born British actress.
2015-8-16,"Shuja Khanzada,",71,"Pakistani politician, member of the Provincial Assembly of the Punjab (2002–2007, since 2008), bombing."
2015-8-16,"Katia Loritz,",82,Swiss-born Spanish actress.
2015-8-16,"Kitty McGeever,",48,British actress (Emmerdale).
2015-8-16,"George Merchant,",89,"Scottish footballer (Dundee FC, Falkirk FC)."
2015-8-16,"Mile Mrkšić,",68,Serbian Yugoslav military officer and convicted war criminal.
2015-8-16,"David A. Prior,",59,"American film director (Zombie Wars, Raw Justice, Deadly Prey)."
2015-8-16,"Lenny B. Robinson,",51,"American Batman impersonator, traffic collision."
2015-8-16,"Peter W. Schramm,",68,Hungarian-born American political scientist.
2015-8-16,"Draga Stamejčič,",78,Slovenian Yugoslav athlete. (death announced on this date)
2015-8-16,"Goldie Steinberg,",114,"American supercentenarian, oldest verified Jewish person."
2015-8-17,"Loek Alflen,",81,Dutch wrestler.
2015-8-17,"Butz Aquino,",76,"Filipino politician, member of the Senate (1987–1995) and the House of Representatives from Makati's Second District (1998–2007)."
2015-8-17,"William B. Bonnor,",94,British physicist and mathematician.
2015-8-17,"Beata Brookes,",84,"British politician, MEP for North Wales (1979–1989)."
2015-8-17,"Yvonne Craig,",78,"American actress (Batman, Star Trek, Olivia), breast cancer."
2015-8-17,"Arsen Dedić,",77,Croatian singer.
2015-8-17,"Mike Gaechter,",75,American football player (Dallas Cowboys).
2015-8-17,"George Gair,",88,"New Zealand politician and diplomat, MP for North Shore (1966–1990), Mayor of North Shore (1995–1998), High Commissioner to the UK (1991–1994)."
2015-8-17,"Eduardo Guerrero,",87,"Argentine rower, Olympic champion (1952), pneumonia."
2015-8-17,"Sandy Kennon,",81,South African footballer (Norwich City).
2015-8-17,"Gerhard Mayer-Vorfelder,",82,"German football executive (UEFA, VfB Stuttgart) and politician."
2015-8-17,"Bernard Rodrigues,",82,"Singaporean politician, co-founder of PAP and NTUC, Member of Parliament for Telok Blangah (1965–1968)."
2015-8-17,"Dahd Sfeir,",83,Uruguayan actress.
2015-8-17,"Albert Vërria,",78,Albanian actor.
2015-8-18,"Karolyn Ali,",70,American film producer (Tupac: Resurrection).
2015-8-18,"Khaled al-Asaad,",83,"Syrian scholar, head of antiquities in Palmyra, beheaded."
2015-8-18,"Nils Bølset,",87,Norwegian diplomat.
2015-8-18,"Hugh Courtenay, 18th Earl of Devon,",73,British landowner and peer.
2015-8-18,"Russell Henderson,",91,Trinidadian-born British jazz musician.
2015-8-18,"Kay McFarland,",80,"American judge, Kansas Supreme Court Justice (1977–2009)."
2015-8-18,"Rama Messinger,",46,Israeli actress.
2015-8-18,"Suvra Mukherjee,",74,"Indian philosopher and dancer, First Lady (since 2012), respiratory failure."
2015-8-18,"Donald Eugene O'Brien,",91,"American judge, U. S. District Court Judge for the Southern District of Iowa (1978–1990) and the Northern District, (1978–1992)."
2015-8-18,"Charles Read,",57,British mathematician.
2015-8-18,"Edgar Rumney,",78,English footballer (Colchester United).
2015-8-18,"Joe Skibinski,",86,American football player (Green Bay Packers).
2015-8-18,"Roger Smalley,",72,British-born Australian composer.
2015-8-18,"William Jay Smith,",97,American poet.
2015-8-18,"Louis Stokes,",90,"American politician, member of the U.S. House of Representatives from Ohio (1969–1999), lung and brain cancer."
2015-8-18,"Bud Yorkin,",89,"American film and television director, producer (All in the Family, Maude, Sanford and Son) and actor."
2015-8-19,"Nazzal al-Armouti,",91,"Jordanian civil servant, diplomat and politician."
2015-8-19,"Paravoor Bharathan,",87,Indian actor.
2015-8-19,"Ole Jacob Frich,",61,"Norwegian politician, cancer."
2015-8-19,"Fernand Grosjean,",91,Swiss alpine skier.
2015-8-19,"George Houser,",99,American Methodist minister and civil rights activist.
2015-8-19,"Paul Lokiru Kalanda,",88,"Ugandan Roman Catholic prelate, Bishop of Moroto (1980–1991) and Fort Portal (1991–2003)."
2015-8-19,"Antonio Larreta,",92,Uruguayan writer and actor.
2015-8-19,"Sanat Mehta,",90,Indian politician.
2015-8-19,"Russell Poole,",58,"American police detective (LAPD), heart attack."
2015-8-19,"Doudou N'Diaye Rose,",85,"Senegalese drummer, composer and bandleader."
2015-8-19,"Leonard A. Sawyer,",90,American politician.
2015-8-19,"Chitranjan Swaroop,",69,Indian politician.
2015-8-20,"Khalid Hassan Abbas,",79,Sudanese army general and politician.
2015-8-20,"Moza Sultan Al Kaabi,",31,"Emirati orthopedic surgeon, traffic collision."
2015-8-20,"Lars Amble,",76,"Swedish actor and director, cancer."
2015-8-20,"Egon Bahr,",93,"German politician, co-creator of the Ostpolitik."
2015-8-20,"Zuzana Brabcová,",56,Czech author.
2015-8-20,"Veronica Brady,",86,Australian nun and academic.
2015-8-20,"Lev Durov,",83,Russian actor.
2015-8-20,"Kenneth Jennings,",90,American choral conductor and composer.
2015-8-20,"Paul Kibblewhite,",74,New Zealand pulp and paper scientist.
2015-8-20,"Lina Morgan,",78,Spanish actress and showgirl.
2015-8-20,"Melody Patterson,",66,"American actress (F Troop), multiple organ failure."
2015-8-20,"Daniel Reimold,",34,"American journalism professor (Saint Joseph's University), journalist (PBS MediaShift) and blogger."
2015-8-20,"Harry Volkman,",89,"American meteorologist, respiratory failure."
2015-8-20,"Frank Wilkes,",93,"Australian politician, member of the Victorian Legislative Assembly for Northcote (1957–1988), Leader of the Opposition (1977–1981)."
2015-8-21,"Ton Alblas,",75,"Dutch politician, member of the House of Representatives (2002–2003)."
2015-8-21,"Colin Beyer,",76,New Zealand lawyer and businessman.
2015-8-21,"Jimmy Evert,",91,"American tennis player and coach, Canadian Open champion (1947), pneumonia."
2015-8-21,"Sir Bob Hepple,",81,"South African-born British legal scholar, Master of Clare College, Cambridge (1993–2003)."
2015-8-21,"Denise Marshall,",53,"British equal rights campaigner, cancer."
2015-8-21,"Jimmy Massey,",85,American racing car driver.
2015-8-21,"Sasha Petraske,",42,American cocktail bar entrepreneur.
2015-8-21,"Daniel Rabinovich,",71,Argentine musician and comedian (Les Luthiers).
2015-8-21,"Jere Ratcliffe,",78,American Chief Scout Executive of the Boy Scouts of America (1993–2000).
2015-8-21,"Ruth Sivard,",99,"American economist, dementia."
2015-8-21,"Gerry Steinberg,",70,"British politician, MP for City of Durham (1987–2005)."
2015-8-21,"Toby Sheldon,",35,"American television reality star (Botched, My Strange Addiction)."
2015-8-21,"Wang Dongxing,",99,"Chinese politician, Vice Chairman of the Communist Party (1977–1980)."
2015-8-22,"Mariem Hassan,",57,"Western Saharan singer, bone cancer."
2015-8-22,"Keith K. Hilbig,",73,American Mormon general authority.
2015-8-22,"Ieng Thirith,",83,"Cambodian Khmer Rouge politician, Minister of Social Affairs (1975–1979), complications from Alzheimer's disease."
2015-8-22,"Tommy Lowry,",69,English footballer (Crewe Alexandra)
2015-8-22,"Andy Mapple,",52,British water skier.
2015-8-22,"Arthur Morris,",93,Australian Test cricketer.
2015-8-22,"Merl Reagle,",65,"American crossword compiler (San Francisco Chronicle), acute pancreatitis."
2015-8-22,"Stephen Rodefer,",74,American poet and painter.
2015-8-22,"William L. Rowe,",84,American philosopher.
2015-8-22,"Marion Boulton Stroud,",76,American museum director (The Fabric Workshop and Museum).
2015-8-22,"Eric Thompson,",95,British racing driver.
2015-8-22,"Charles Tomlinson,",88,English poet and poetry translator.
2015-8-22,"Inez Trueman,",98,Canadian politician.
2015-8-22,"Lou Tsioropoulos,",84,American basketball player (Boston Celtics).
2015-8-22,"Tatu Vanhanen,",86,Finnish political scientist.
2015-8-22,"Jakub Zabłocki,",31,"Polish footballer, heart attack."
2015-8-22,"Erika Zuchold,",68,German gymnast.
2015-8-23,"Gaston Adjoukoua,",57,Ivorian footballer.
2015-8-23,"Augusta Chiwy,",94,"Congolese-born Belgian nurse, volunteer in the Siege of Bastogne."
2015-8-23,"Mark Costello,",59,"American politician, Oklahoma Labor Commissioner (since 2011), stabbed."
2015-8-23,"Ricardo García Sainz,",85,"Mexican administrator and politician, Federal deputy (1997–2000)."
2015-8-23,"Helen Kemp,",97,American singing teacher and choir director.
2015-8-23,"Grover Klemmer,",94,American athlete (California Golden Bears) and track coach (CCSF).
2015-8-23,"Guy Ligier,",85,"French rugby union player (national team), racing driver and Formula One team owner (Equipe Ligier)."
2015-8-23,"Eugenio Méndez Docurro,",92,"Mexican politician and engineer, Secretary of Communications and Transportation (1970–1976)."
2015-8-23,"Yosi Piamenta,",63,"Israeli musician, cancer."
2015-8-23,"Enrique Reneau,",44,Honduran footballer.
2015-8-23,"Paul Royle,",101,"Australian prisoner-of-war, escapee from Stalag Luft III."
2015-8-23,"Michel Varga,",88,Hungarian-born French political activist.
2015-8-24,"Niels Henrik Arendt,",64,"Danish Church of Denmark prelate, Bishop of Haderslev (1999–2013)."
2015-8-24,"Eric Barry,",88,"Canadian army officer, Lord Prior of St John (2002-2008)."
2015-8-24,"Marcy Borders,",42,"American 9/11 survivor, subject of ""Dust Lady"" photograph, stomach cancer."
2015-8-24,"Charlie Coffey,",81,"American football player and coach (Virginia Tech Hokies), cancer."
2015-8-24,"Peter Gatenby,",92,Irish professor of clinical medicine.
2015-8-24,"Cees van Kooten,",67,"Dutch footballer (Go Ahead Eagles, national team), esophageal cancer."
2015-8-24,"Chico Maki,",76,Canadian ice hockey player (Chicago Blackhawks).
2015-8-24,"Marguerite McDonald,",73,"Canadian radio and television journalist, cancer."
2015-8-24,"David Michie,",87,French-born British painter.
2015-8-24,"Venkatesh Nayak,",79,"Indian politician, member of the Legislative Assembly for Karnataka (since 2013), train derailment."
2015-8-24,"Bevo Nordmann,",75,"American basketball player (Cincinnati Royals, St. Louis Hawks, New York Knicks), cancer."
2015-8-24,"Nathan Rosenberg,",87,American economist.
2015-8-24,"Vardo Rumessen,",73,"Estonian musicologist and politician, member of the Riigikogu (1992–1995, 1999–2003)."
2015-8-24,"Gerhard Spiegler,",85,Lithuanian-born American academic.
2015-8-24,"Joseph F. Traub,",83,American computer scientist.
2015-8-24,"Justin Wilson,",37,"British IndyCar Series driver, head injuries from race collision."
2015-8-24,"Annette Worsley-Taylor,",71,British fashion promoter.
2015-8-25,"Mario Aguiñada Carranza,",73,"Salvadoran activist and politician, MP (1991–1994)."
2015-8-25,"Gaetano Aldo Donato,",74,"American Roman Catholic prelate, Auxiliary Bishop of Newark (since 2004)."
2015-8-25,"James ""Red"" Duke,",86,American trauma surgeon.
2015-8-25,"Endre Fejes,",91,Hungarian writer.
2015-8-25,"James L. Flanagan,",89,"American electrical engineer, heart failure."
2015-8-25,"Colin Fry,",53,"British medium and television presenter, lung cancer."
2015-8-25,"Geraint Stanley Jones,",79,"Welsh television executive, controller of BBC Wales (1981–1989), chief executive of S4C (1989–1994)."
2015-8-25,"Frank E. Petersen,",83,"American military officer, lung cancer."
2015-8-25,"Francis Sejersted,",79,"Norwegian history professor, chairman of the Norwegian Nobel Committee (1991–1999)."
2015-8-25,"Ian Smith,",90,South African cricketer.
2015-8-26,"Georges Abi-Saber,",92,"Lebanese-born Canadian Maronite hierarch, Bishop of Latakia (1977–1986) and Saint Maron of Montreal (1990–1996)."
2015-8-26,"Amelia Boynton Robinson,",104,"American civil rights activist, multiple strokes."
2015-8-26,"Donald Eric Capps,",76,"American theologian, traffic collision."
2015-8-26,"Keith Everitt,",92,"Canadian politician, MLA for St. Albert (1971–1979)."
2015-8-26,"Camellia Johnson,",61,American opera singer.
2015-8-26,"Peter Kern,",66,Austrian actor and filmmaker (The Last Summer of the Rich).
2015-8-26,"Stefanos Manikas,",63,"Greek politician, Minister of State (2001–2003), cancer."
2015-8-26,"Owe Nordqvist,",87,Swedish Olympic cyclist.
2015-8-26,"Alison Parker,",24,"American news reporter (WDBJ), shot."
2015-8-26,"Carmelo Domênico Recchia,",93,"Italian-born Brazilian Roman Catholic prelate, last Territorial Abbot of Claraval (1976–1999)."
2015-8-26,"Maroun Khoury Sader,",88,"Lebanese Maronite hierarch, Archbishop of Tyre (1992–2003)."
2015-8-26,"Francisco San Diego,",79,"Filipino Roman Catholic prelate, Bishop of San Pablo (1995–2003) and Pasig (2003–2010)."
2015-8-26,"David M. Stanley,",86,American politician.
2015-8-26,"Adam Ward,",27,"American news cameraman (WDBJ) and photojournalist, shot."
2015-8-27,"Adebowale Adefuye,",68,"Nigerian diplomat, Ambassador to the United States (since 2010)."
2015-8-27,"Kazi Zafar Ahmed,",76,"Bangladeshi politician, Prime Minister (1989-1990)."
2015-8-27,"Monique Berlioux,",89,French Olympic swimmer.
2015-8-27,"Matei Boilă,",89,"Romanian politician and Greek Catholic priest, Senator (1992–2000)."
2015-8-27,"Pascal Chaumeil,",54,"French director (Heartbreaker, A Long Way Down, A Perfect Plan)."
2015-8-27,"George Cleve,",79,Austrian-born American musical conductor.
2015-8-27,"Darryl Dawkins,",58,"American basketball player (Philadelphia 76ers, New Jersey Nets), heart attack."
2015-8-27,"Joan Garriga,",52,"Spanish motorcycle racer, traffic collision."
2015-8-27,"James A. Hefner,",76,"American educator, President of Tennessee State University (1991–2005), colon cancer."
2015-8-27,"Gino Hollander,",91,"American artist, heart attack."
2015-8-27,"Zafar Hussain Mirza,",88,Pakistani judge.
